,uid,title,authors,researcherIds,pubyear,source_title,volume,page_start,page_end,page_count,doi,issn,eissn,isbn,citation_counts,author_keywords,record_links,citing_links,reference_links,related_links
230,WOS:000671611600001,CD33 Expression and Gentuzumab Ozogamicin in Acute Myeloid Leukemia: Two Sides of the Same Coin,"Molica, M; Perrone, S; Mazzone, C; Niscola, P; Cesini, L; Abruzzese, E; de Fabritiis, P",AAK-7319-2020; AAZ-9673-2021; DFO-8239-2022; ABC-1696-2021; DVG-7943-2022; D-4408-2019; KWL-6933-2024,2021,CANCERS,13,,,20,10.3390/cancers13133214,,2072-6694,,35,acute myeloid leukemia; gemtuzumab ozogamicin; cd33; chemotherapy; sinusoidal obstructive syndrome (sos),https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000671611600001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000671611600001&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000671611600001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000671611600001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
231,WOS:000677860100001,"Preclinical characterization of dostarlimab, a therapeutic anti-PD-1 antibody with potent activity to enhance immune function in in vitro cellular assays and in vivo animal models","Kumar, S; Ghosh, S; Sharma, G; Wang, ZB; Kehry, MR; Marino, MH; Neben, TY; Lu, SR; Luo, SQ; Roberts, S; Ramaswamy, S; Danaee, H; Jenkins, D",MKD-9430-2025; EXI-5328-2022; JRR-4524-2023; JPU-7687-2023; FEQ-1673-2022; DFO-4838-2022; DHS-7369-2022; DEO-5599-2022; FJP-1898-2022; DNN-6555-2022; DNS-8126-2022; CMK-6112-2022; ABC-9775-2020,2021,MABS,13,,,12,10.1080/19420862.2021.1954136,1942-0862,1942-0870,,28,anti-pd-1 antibody; cancer; characterization; dostarlimab; tsr-042; solid tumors; immune checkpoint,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000677860100001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000677860100001&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000677860100001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000677860100001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
232,WOS:000679813400004,Reframing School Culture Through Project-Based Assessment Tasks: Cultivating Transformative Agency and Humanizing Practices in NYC Public Schools,"Hantzopoulos, M; Rivera-Mccutchen, RL; Tyner-Mullings, AR",CSR-4837-2022; DWN-7333-2022; IUP-4132-2023,2021,TEACHERS COLLEGE RECORD,123,,,38,,0161-4681,1467-9620,,2,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000679813400004&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000679813400004&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000679813400004&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000679813400004&DestLinkType=RelatedRecords&DestApp=WOS_CPL
233,WOS:001011500300001,Off-Target Analysis in Gene Editing and Applications for Clinical Translation of CRISPR/Cas9 in HIV-1 Therapy,"Atkins, A; Chung, CH; Allen, AG; Dampier, W; Gurrola, TE; Sariyer, IK; Nonnemacher, MR; Wigdahl, B",CEU-0105-2022; LLI-9794-2024; IVI-1340-2023; ETY-1793-2022; IVR-3714-2023; AAE-7677-2020; IMU-3643-2023; GIR-9117-2022,2021,FRONTIERS IN GENOME EDITING,3,,,26,10.3389/fgeed.2021.673022,,2673-3439,,51,hiv-1; off-target; crispr; unbiased genome-wide; guide-seq; circle-seq; discover-seq; whole genome sequencing,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001011500300001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001011500300001&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001011500300001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001011500300001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
234,WOS:000680263506151,The genetic makeup of patient-derived xenografts shapes the immune landscape of humanized mice tumors.,"Singh, M; Bradshaw, L; Prickett, LB; Matthew, G; San Martin, M; Monks, N; Drew, L; Barry, ST; Reimer, C; Proia, T",MQZ-5379-2025; JVR-6739-2024; DLU-1405-2022; DHU-8273-2022; FUP-9883-2022; DWP-3915-2022; EST-7476-2022; ENF-5750-2022; FQQ-0293-2022; DNK-9696-2022,2021,CANCER RESEARCH,81,,,2,,0008-5472,1538-7445,,0,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000680263506151&DestLinkType=FullRecord&DestApp=WOS_CPL,,,
235,WOS:000691603600006,Tumor-Infiltrating Neutrophils and Non-Classical Monocytes May Be Potential Therapeutic Targets for HER2<SUP>negative</SUP> Gastric Cancer,"Jeong, J; Kim, DK; Park, JH; Park, D; Lee, HJ; Yang, HK; Kong, SH; Jung, K",CYN-1328-2022; DWN-9707-2022; FYM-2018-2022; FYG-5177-2022; FKC-8194-2022; J-2767-2012; DAV-0749-2022; FZW-8300-2022,2021,IMMUNE NETWORK,21,,,16,10.4110/in.2021.21.e31,1598-2629,2092-6685,,9,neutrophils; non-classical monocytes; tumor microenvironment; immunotherapy; gastric cancer,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000691603600006&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000691603600006&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000691603600006&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000691603600006&DestLinkType=RelatedRecords&DestApp=WOS_CPL
236,WOS:000650965700001,Humanizing the Landscape INTRODUCTION,"Spady, M",DYO-3260-2022,2020,NEIGHBORHOOD MANHATTAN FORGOT: AUDUBON PARK AND THE FAMILIES WHO SHAPED IT,,1,+,19,,,,978-0-8232-8942-4,0,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000650965700001&DestLinkType=FullRecord&DestApp=WOS_CPL,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000650965700001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000650965700001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
237,WOS:000697572100009,Anthropogenic Fires in West African Landscapes: A Spatially Explicit Model Perspective of Humanized Savannas,"Caillault, S; Laris, P; Fleurant, C; Delahaye, D; Ballouche, A",FZT-0065-2022; GGT-9514-2022; GEU-4872-2022; CLT-7455-2022; ENI-3797-2022,2020,FIRE-SWITZERLAND,3,,,17,10.3390/fire3040062,2571-6255,,,6,savanna; burned landscapes; spatial modelling; fieldwork; west africa,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000697572100009&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000697572100009&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000697572100009&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000697572100009&DestLinkType=RelatedRecords&DestApp=WOS_CPL
238,WOS:000702392200001,Evidence to Date: Evaluating Pembrolizumab in the Treatment of Extensive-Stage Small-Cell Lung Cancer,"Riano, I; Patel, SR; Liu, SV; Duma, N",DZR-0584-2022; GBM-1585-2022; E-5688-2019; L-6054-2019,2021,CLINICS AND PRACTICE,11,441,454,14,10.3390/clinpract11030059,2039-7275,2039-7283,,2,small-cell lung cancer; pembrolizumab; immunotherapy; pd-1; checkpoint inhibitor,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000702392200001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000702392200001&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000702392200001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000702392200001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
239,WOS:000704958100001,Bimekizumab for the Treatment of Psoriasis,"Freitas, E; Blauvelt, A; Torres, T",EVM-5535-2022; AFP-3094-2022; HMP-5857-2023,2021,DRUGS,81,1751,1762,12,10.1007/s40265-021-01612-z,0012-6667,1179-1950,,29,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000704958100001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000704958100001&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000704958100001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000704958100001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
240,WOS:000714644500003,High-Resolution IMS-MS to Assign Additional Disulfide Bridge Pairing in Complementarity-Determining Regions of an IgG4 Monoclonal Antibody,"Deslignière, E; Botzanowski, T; Diemer, H; Cooper-Shepherd, DA; Wagner-Rousset, E; Colas, O; Béchade, G; Giles, K; Hernandez-Alba, O; Bec, A; Cianférani, S",DVI-8816-2022; GAU-7877-2022; COF-8347-2022; DZG-0382-2022; EDB-0057-2022; EPC-4370-2022; DUC-3858-2022; DUA-6212-2022; EYP-1599-2022; CFK-9003-2022; HMD-4165-2023,2021,JOURNAL OF THE AMERICAN SOCIETY FOR MASS SPECTROMETRY,32,2505,2512,8,10.1021/jasms.1c00151,1044-0305,1879-1123,,18,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000714644500003&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000714644500003&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000714644500003&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000714644500003&DestLinkType=RelatedRecords&DestApp=WOS_CPL
241,WOS:000719371400002,"Charles d'Orleans's ""Fowle Langage""","Barbaccia, H",CDD-4978-2022,2021,TEXAS STUDIES IN LITERATURE AND LANGUAGE,63,256,275,21,10.7560/TSLL63302,0040-4691,1534-7303,,0,french poetry; medieval era; charles d'orleans; bird images,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000719371400002&DestLinkType=FullRecord&DestApp=WOS_CPL,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000719371400002&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000719371400002&DestLinkType=RelatedRecords&DestApp=WOS_CPL
242,WOS:000724985500005,Transitioning pre-clinical glioblastoma models to clinical settings with biomarkers identified in 3D cell-based models: A systematic scoping review,"Phon, BWS; Kamarudin, MNA; Bhuvanendran, S; Radhakrishnan, AK",FST-4840-2022; S-3187-2018; ABG-8262-2020; F-2877-2015,2022,BIOMEDICINE & PHARMACOTHERAPY,145,,,15,10.1016/j.biopha.2021.112396,0753-3322,1950-6007,,10,3d culture; glioblastoma; biodegradable and non-biodegradable scaffolds; gbm motility; drug resistance metabolism; stemness,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000724985500005&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000724985500005&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000724985500005&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000724985500005&DestLinkType=RelatedRecords&DestApp=WOS_CPL
243,WOS:000730490700001,The Impact of Tumor Mutation Burden on the Effect of Frontline Trastuzumab Plus Chemotherapy in Human Epidermal Growth Factor Receptor 2-Positive Advanced Gastric Cancers,"Kim, HR; Ahn, S; Jo, H; Kim, H; Hong, J; Lee, J; Lim, HY; Kang, WK; Kim, ST",KIG-7417-2024; MJW-4880-2025; LVD-9421-2024; B-9921-2013; CUA-8907-2022; C-9646-2011; KBA-8868-2024; LPN-4878-2024; O-5928-2014,2021,FRONTIERS IN ONCOLOGY,11,,,6,10.3389/fonc.2021.792340,2234-943X,,,5,trastuzumab; advanced gastric cancer; her2; tumor mutational burden; biomarker,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000730490700001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000730490700001&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000730490700001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000730490700001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
244,WOS:000730391400022,Depletion of central memory CD8<SUP>+</SUP> T cells might impede the antitumor therapeutic effect of Mogamulizumab,"Maeda, Y; Wada, H; Sugiyama, D; Saito, T; Irie, T; Itahashi, K; Minoura, K; Suzuki, S; Kojima, T; Kakimi, K; Nakajima, J; Funakoshi, T; Iida, S; Oka, M; Shimamura, T; Doi, T; Doki, Y; Nakayama, E; Ueda, R; Nishikawa, H",FKD-6000-2022; GDP-8463-2022; DWT-2786-2022; KGV-6763-2024; MKL-2851-2025; CVW-9159-2022; DYB-9897-2022; GDY-1063-2022; GWI-6447-2022; CYE-3729-2022; IET-1722-2023; A-7994-2015; CVO-6852-2022; FPL-3102-2022; DZG-1129-2022; EUU-4700-2022; EQL-5845-2022; DJC-8145-2022; KGZ-7895-2024; DXR-5981-2022,2021,NATURE COMMUNICATIONS,12,,,13,10.1038/s41467-021-27574-0,,2041-1723,,32,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000730391400022&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000730391400022&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000730391400022&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000730391400022&DestLinkType=RelatedRecords&DestApp=WOS_CPL
245,WOS:000729993800007,CD95/Fas protects triple negative breast cancer from anti-tumor activity of NK cells,"Qadir, AS; Guégan, JP; Ginestier, C; Chaibi, A; Bessede, A; Charafe-Jauffret, E; Macario, M; Lavoué, V; Rouge, TD; Law, C; Vilker, J; Wang, HB; Stroup, E; Schipma, MJ; Bridgeman, B; Murmann, AE; Ji, Z; Legembre, P; Peter, ME",AAC-1376-2019; FZM-3103-2022; M-8828-2017; CKA-5207-2022; EMZ-9406-2022; P-6009-2017; DET-2893-2022; DXR-8936-2022; FUS-3414-2022; DWZ-8947-2022; GIA-0367-2022; MDD-8270-2025; DZH-9856-2022; FWM-8857-2022; EPA-9594-2022; DIW-6238-2022; P-7094-2018; U-1882-2019; INW-1464-2023,2021,ISCIENCE,24,,,23,10.1016/j.isci.2021.103348,,2589-0042,,14,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000729993800007&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000729993800007&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000729993800007&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000729993800007&DestLinkType=RelatedRecords&DestApp=WOS_CPL
246,WOS:000730664800005,Research on Digital Application of Lighting Design in Public Space Based on Cloud Computing and Data Mining,"Huang, Y; Zhang, YF",FBY-2595-2022; MVI-3209-2025,2021,WIRELESS COMMUNICATIONS & MOBILE COMPUTING,2021,,,12,10.1155/2021/8802458,1530-8669,1530-8677,,3,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000730664800005&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000730664800005&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000730664800005&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000730664800005&DestLinkType=RelatedRecords&DestApp=WOS_CPL
247,WOS:000672410000011,SUBJECT OR OBJECT? THE ANTI-HERO OF THE ALLEGORY AND THE HERO OF THE ANTI-ALLEGORY,"Percec, D",AAS-6091-2020,2021,METACRITIC JOURNAL FOR COMPARATIVE STUDIES AND THEORY,7,177,189,13,10.24193/mjcst.2021.11.11,,2457-8827,,0,allegory; brexlit; embodied memory; objectification; satire; unreliable rememberer,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000672410000011&DestLinkType=FullRecord&DestApp=WOS_CPL,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000672410000011&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000672410000011&DestLinkType=RelatedRecords&DestApp=WOS_CPL
248,WOS:001345033500203,The Application of Artificial Intelligence in the Landscape Design of Humanized Places: from Focus Recognition to Straight Line Detection Algorithm,"Cheng, SH; Wu, CY; Wei, FC; Wang, YL; Wang, YG; Donghuili; Wang, H; Xu, ZL",KBR-7026-2024; JSB-9760-2023; MFX-5253-2025; NYT-3605-2025; LNU-0972-2024; MFN-0002-2025; ECF-8530-2022; KYM-5021-2024,2022,"2022 INTERNATIONAL CONFERENCE ON INVENTIVE COMPUTATION TECHNOLOGIES, ICICT 2022",,1168,1171,4,10.1109/ICICT54344.2022.9850713,2767-777X,,978-1-6654-0838-7,0,artificial intelligence; landscape design; humanized places; focus recognition,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001345033500203&DestLinkType=FullRecord&DestApp=WOS_CPL,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001345033500203&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:001345033500203&DestLinkType=RelatedRecords&DestApp=WOS_CPL
249,WOS:000742866400001,Why the HIV Reservoir Never Runs Dry: Clonal Expansion and the Characteristics of HIV-Infected Cells Challenge Strategies to Cure and Control HIV Infection,"Lau, CY; Adan, MA; Maldarelli, F",FZT-4329-2022; DUM-1340-2022; O-2428-2016,2021,VIRUSES-BASEL,13,,,43,10.3390/v13122512,,1999-4915,,29,hiv; clonal expansion; reservoir; persistence; cure,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000742866400001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000742866400001&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000742866400001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000742866400001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
250,WOS:000748481400001,"Critical, contextualized, content-rich: revisiting the call for humanizing pedagogies in literacy methods instruction","Riley, K; Crawford-Garrett, K",FSM-7817-2022; DVU-2622-2022,2022,ENGLISH TEACHING-PRACTICE AND CRITIQUE,21,156,170,15,10.1108/ETPC-08-2020-0098,1175-8708,,,3,critical literacy; literacy teaching; literacy teacher education; teacher education gap; humanizing pedagogies; methods instruction,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000748481400001&DestLinkType=FullRecord&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000748481400001&DestLinkType=CitingArticles&DestApp=WOS_CPL,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000748481400001&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000748481400001&DestLinkType=RelatedRecords&DestApp=WOS_CPL
251,WOS:000752418900002,Culturally Sustaining Practices in Public Montessori Schools: A Landscape of the Literature,"D'cruz, G",EQJ-5207-2022,2022,JOURNAL OF UNSCHOOLING AND ALTERNATIVE LEARNING,16,,,20,,1916-8128,,,0,montessori; public montessori; social justice; culturally sustaining pedagogy; children of color; racial justice; culturally sustaining practices,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000752418900002&DestLinkType=FullRecord&DestApp=WOS_CPL,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000752418900002&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000752418900002&DestLinkType=RelatedRecords&DestApp=WOS_CPL
252,WOS:000757506300003,Interpretive reading of contemporary geographical reality in school geography,"Rivera, JAS",FSN-2229-2022,2021,UNI-PLURIVERSIDAD,21,,,17,10.17533/udea.unipluri.344393,1657-4249,2665-2730,,0,interpretive reading; geographical reality; school geography,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000757506300003&DestLinkType=FullRecord&DestApp=WOS_CPL,,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000757506300003&DestLinkType=CitedReferences&DestApp=WOS,https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=dartrds_jeremy_01&SrcAuth=WosAPI&KeyUT=WOS:000757506300003&DestLinkType=RelatedRecords&DestApp=WOS_CPL
